season,crop,area,production
Kharif,Sugarcane,16021,996737
Kharif,Sweet potato,3,29
Kharif,Tapioca,12,221
Kharif,Tomato,353,7706
Kharif,Turmeric,107,709
Kharif,Urad,938,664
Rabi,Brinjal,313,2368
Rabi,Cabbage,87,2291
Rabi,Dry chillies,943,1342
Rabi,Gram,254,461
Rabi,Groundnut,1984,3307
Rabi,Horse-gram,6655,2516
Rabi,Maize,11245,55359
Rabi,Moong(Green Gram),14111,5673
Rabi,Niger seed,18,10
Rabi,Onion,242,5326
Rabi,Potato,27,475
Rabi,Ragi,414,438
Rabi,Rice,6690,14310
Rabi,Sesamum,4883,1372
Rabi,Sunflower,84,81
Rabi,Sweet potato,63,607
Rabi,Tobacco,1182,3000
Rabi,Tomato,505,4918
Rabi,Urad,17403,10897
Whole Year,Coconut,2549,43552000
Kharif,Arhar/Tur,1880,1807
Kharif,Bajra,207,182
Kharif,Brinjal,599,3864
Kharif,Cabbage,109,2046
Kharif,Cashewnut,15106,4955
Kharif,Castor seed,1,1
Kharif,Cotton(lint),15303,26735
Kharif,Dry chillies,192,931
Kharif,Groundnut,8927,10873
Kharif,Jowar,280,489
Kharif,Lemon,29,231
Kharif,Maize,13410,40418
Kharif,Mango,38639,120554
Kharif,Mesta,6184,56171
Kharif,Moong(Green Gram),837,344
Kharif,Onion,93,1751
Kharif,other oilseeds,4917,63157
Kharif,Papaya,425,41606
Kharif,Pome Granet,5,72
Kharif,Ragi,2230,1708
Kharif,Rice,109271,270446
Kharif,Sapota,128,1204
Kharif,Sesamum,8309,1338
Kharif,Small millets,499,282
Kharif,Sugarcane,16894,1062110
Kharif,Tobacco,3,11
Kharif,Tomato,358,6400
Kharif,Turmeric,128,852
Kharif,Urad,950,594
Rabi,Bajra,3,3
Rabi,Brinjal,343,2212
Rabi,Cabbage,56,1051
Rabi,Dry chillies,848,986
Rabi,Gram,525,1012
Rabi,Groundnut,2378,3051
Rabi,Horse-gram,4531,1758
Rabi,Maize,15255,86130
Rabi,Moong(Green Gram),13454,5758
Rabi,Niger seed,98,42
Rabi,Onion,159,2944
Rabi,Ragi,609,671
Rabi,Rice,7507,20479
Rabi,Sesamum,5406,1449
Rabi,Sunflower,56,63
Rabi,Sweet potato,50,439
Rabi,Tobacco,741,1250
Rabi,Tomato,496,5607
Rabi,Urad,17077,9170
Whole Year,Banana,7124,77367
Whole Year,Cashewnut,15106,4955
Whole Year,Castor seed,1,1
Whole Year,Coconut,2630,43592000
Whole Year,Sannhamp,106,
Whole Year,Sweet potato,50,607
Kharif,Arhar/Tur,1065,889
Kharif,Bajra,132,95
Kharif,Brinjal,433,4159
Kharif,Cabbage,74,912
Kharif,Cashewnut,13642,3438
Kharif,Castor seed,1,1
Kharif,Cotton(lint),15698,37286
Kharif,Dry chillies,87,501
Kharif,Dry ginger,16,46
Kharif,Groundnut,6189,6344
Kharif,Jowar,125,186
Kharif,Lemon,30,185
Kharif,Maize,16616,47705
Kharif,Mango,38767,131536
Kharif,Mesta,4135,28233
Kharif,Moong(Green Gram),547,367
Kharif,Onion,79,1451
Kharif,Other Kharif pulses,19,
Kharif,other oilseeds,6665,126982
Kharif,Papaya,457,46922
Kharif,Pome Granet,5,52
Kharif,Ragi,1488,1244
Kharif,Rice,119229,314526
Kharif,Sapota,131,1096
Kharif,Sesamum,12055,3532
Kharif,Small millets,124,88
Kharif,Sugarcane,14463,875345
Kharif,Tobacco,27,81
Kharif,Tomato,341,4903
Kharif,Turmeric,47,338
Kharif,Urad,510,523
Rabi,Arhar/Tur,28,23
Rabi,Brinjal,409,3928
Rabi,Cabbage,81,998
Rabi,Dry chillies,841,1606
Rabi,Gram,229,442
Rabi,Groundnut,2029,5056
Rabi,Horse-gram,4697,1630
Rabi,Jowar,5,23
Rabi,Maize,14358,110241
Rabi,Moong(Green Gram),14272,7850
Rabi,Niger seed,42,21
Rabi,Onion,199,3516
Rabi,Papaya,127,13039
Rabi,Ragi,726,1318
Rabi,Rice,5357,17314
Rabi,Sesamum,11006,2630
Rabi,Sunflower,6,6
Rabi,Sweet potato,40,441
Rabi,Tobacco,515,1548
Rabi,Tomato,550,7452
Rabi,Urad,17755,9890
Whole Year,Coconut,2534,14190000
Whole Year,Rice,124586,331840
Kharif,Arhar/Tur,500,100
Kharif,Cotton(lint),3400,8200
Kharif,Groundnut,500,400
Kharif,Jowar,300,200
Kharif,Maize,800,1400
Kharif,Rice,247200,630400
Kharif,Sesamum,1500,500
Kharif,Sugarcane,27600,2156600
Kharif,Sunflower,800,400
Kharif,Tobacco,26300,32100
Rabi,Dry chillies,5300,9800
Rabi,Groundnut,4300,7700
Rabi,Horse-gram,1100,300
Rabi,Jowar,300,500
Rabi,Maize,8900,33600
Rabi,Moong(Green Gram),2700,1100
Rabi,Rice,193600,678100
Rabi,Urad,5800,1400
Kharif,Arhar/Tur,200,200
Kharif,Cotton(lint),3100,2400
Kharif,Groundnut,700,400
Kharif,Jowar,400,100
Kharif,Maize,500,1100
Kharif,Moong(Green Gram),100,
Kharif,Rice,262000,646400
Kharif,Sesamum,1400,500
Kharif,Sunflower,700,600
Kharif,Urad,200,100
Rabi,Dry chillies,5700,10700
Rabi,Groundnut,4300,6400
Rabi,Horse-gram,1100,400
Rabi,Jowar,100,100
Rabi,Maize,9200,45800
Rabi,Moong(Green Gram),2300,900
Rabi,Rice,194300,849100
Rabi,Urad,5800,2400
Whole Year,Sugarcane,29000,2321300
Whole Year,Tobacco,29200,42400
Kharif,Cotton(lint),1546,2555
Kharif,Groundnut,658,913
Kharif,Horse-gram,33,15
Kharif,Jowar,321,82
Kharif,Maize,927,2634
Kharif,Masoor,439,188
Kharif,Moong(Green Gram),169,120
Kharif,Rice,267083,685440
Kharif,Sesamum,20,5
Kharif,Sunflower,119,105
Kharif,Urad,189,115
Rabi,Gram,61,68
Rabi,Groundnut,2818,4545
Rabi,Horse-gram,824,398
Rabi,Jowar,86,34
Rabi,Maize,10974,53125
Rabi,Moong(Green Gram),3859,996
Rabi,Rice,193377,780930
Rabi,Safflower,390,110
Rabi,Sesamum,1023,353
Rabi,Urad,4983,2955
Whole Year,Dry chillies,4488,6500
Whole Year,Sugarcane,30006,2892444
Whole Year,Tobacco,20308,22339
Kharif,Arhar/Tur,436,242
Kharif,Castor seed,276,84
Kharif,Cotton(lint),2028,3829
Kharif,Dry chillies,50,138
Kharif,Groundnut,790,1005
Kharif,Horse-gram,8,4
Kharif,Jowar,327,121
Kharif,Maize,2332,6073
Kharif,Moong(Green Gram),101,45
Kharif,Other Kharif pulses,146,62
Kharif,Rice,272901,794415
Kharif,Samai,72,31
Kharif,Sesamum,18,4
Kharif,Small millets,72,31
Kharif,Sunflower,343,488
Kharif,Urad,151,9
Rabi,Arhar/Tur,256,142
Rabi,Dry chillies,5060,7428
Rabi,Gram,5,12
Rabi,Groundnut,3351,6444
Rabi,Horse-gram,245,52
Rabi,Jowar,21,18
Rabi,Maize,16357,88066
Rabi,Moong(Green Gram),3345,1121
Rabi,Other  Rabi pulses,1106,439
Rabi,other misc. pulses,293,39
Rabi,Rice,198764,858462
Rabi,Sesamum,612,168
Rabi,Urad,5997,2351
Whole Year,Banana,8081,116102
Whole Year,Cashewnut,42702,8824
Whole Year,Coconut,21657,250628448
Whole Year,Sugarcane,38177,2765821
Whole Year,Sweet potato,28,379
Whole Year,Tapioca,32,245
Whole Year,Tobacco,7168,15648
Whole Year,Turmeric,615,2761
Kharif,Arhar/Tur,182,106
Kharif,Castor seed,14,4
Kharif,Cotton(lint),3269,8538
Kharif,Dry chillies,40,145
Kharif,Groundnut,670,1126
Kharif,Jowar,324,185
Kharif,Maize,845,2259
Kharif,Moong(Green Gram),119,57
Kharif,Other Kharif pulses,48,28
Kharif,Rice,222720,576622
Kharif,Samai,24,12
Kharif,Sesamum,7,1
Kharif,Small millets,24,12
Kharif,Sunflower,437,494
Kharif,Urad,540,195
Rabi,Arhar/Tur,10,6
Rabi,Dry chillies,4258,6149
Rabi,Gram,6,11
Rabi,Groundnut,2701,6237
Rabi,Horse-gram,335,181
Rabi,Jowar,1138,840
Rabi,Maize,12639,81698
Rabi,Moong(Green Gram),1975,602
Rabi,Onion,1,16
Rabi,Other  Rabi pulses,653,494
Rabi,Rice,191480,896509
Rabi,Sesamum,527,134
Rabi,Urad,7335,4988
Whole Year,Banana,8264,99790
Whole Year,Cashewnut,42195,6854
Whole Year,Coconut,22287,208041750
Whole Year,Sugarcane,32855,3070267
Whole Year,Sweet potato,13,173
Whole Year,Tobacco,22186,31477
Whole Year,Turmeric,263,1137
Kharif,Arhar/Tur,245,86
Kharif,Cotton(lint),940,1670
Kharif,Dry chillies,22,43
Kharif,Groundnut,155,242
Kharif,Jowar,479,160
Kharif,Maize,1457,1412
Kharif,Moong(Green Gram),240,36
Kharif,Rice,214554,659110
Kharif,Sesamum,12,1
Kharif,Sunflower,1610,1755
Kharif,Urad,1909,99
Rabi,Arhar/Tur,82,29
Rabi,Dry chillies,3549,4766
Rabi,Gram,23,30
Rabi,Groundnut,2579,5114
Rabi,Horse-gram,236,87
Rabi,Jowar,1823,1461
Rabi,Maize,16683,119534
Rabi,Moong(Green Gram),6945,1771
Rabi,other oilseeds,4275,5305
Rabi,Rice,117074,506579
Rabi,Safflower,6,2
Rabi,Sesamum,1019,184
Rabi,Urad,23873,13822
Whole Year,Banana,5547,123149
Whole Year,Beans & Mutter(Vegetable),439,2212
Whole Year,Bhindi,669,1511
Whole Year,Bottle Gourd,43,0
Whole Year,Brinjal,1258,16639
Whole Year,Cabbage,36,0
Whole Year,Cashewnut,42464,2482
Whole Year,Citrus Fruit,2893,5926
Whole Year,Coconut,22093,224101800
Whole Year,Cucumber,175,0
Whole Year,Mango,20000,93638
Whole Year,Orange,199,3534
Whole Year,Other Fresh Fruits,644,2579
Whole Year,Other Vegetables,2099,0
Whole Year,Papaya,15,1957
Whole Year,Pome Fruit,633,2443
Whole Year,Sugarcane,34992,2915988
Whole Year,Sweet potato,11,119
Whole Year,Tapioca,2,12
Whole Year,Tobacco,19418,31870
Whole Year,Tomato,317,2381
Whole Year,Turmeric,254,1362
Kharif,Arhar/Tur,577,244
Kharif,Bajra,75,102
Kharif,Cotton(lint),3759,11189
Kharif,Dry chillies,40,176
Kharif,Groundnut,465,445
Kharif,Jowar,430,1272
Kharif,Maize,3124,5361
Kharif,Moong(Green Gram),850,462
Kharif,Rice,232235,812590
Kharif,Sesamum,20,6
Kharif,Sunflower,2966,3485
Kharif,Urad,983,606
Rabi,Arhar/Tur,119,50
Rabi,Dry chillies,3734,4526
Rabi,Groundnut,2642,5345
Rabi,Horse-gram,394,213
Rabi,Jowar,1182,2220
Rabi,Maize,24694,142855
Rabi,Moong(Green Gram),6375,2155
Rabi,Other  Rabi pulses,12,2
Rabi,other oilseeds,4367,
Rabi,Ragi,10,18
Rabi,Rice,177983,867133
Rabi,Sesamum,2193,452
Rabi,Urad,12077,4674
Whole Year,Arecanut,9,6
Whole Year,Banana,5712,24247
Whole Year,Beans & Mutter(Vegetable),236,1615
Whole Year,Bhindi,744,1667
Whole Year,Bottle Gourd,33,0
Whole Year,Brinjal,1224,15643
Whole Year,Cabbage,24,0
Whole Year,Cashewnut,41674,6068
Whole Year,Citrus Fruit,2819,3450
Whole Year,Coconut,21985,226058352
Whole Year,Cucumber,265,0
Whole Year,Mango,19342,66887
Whole Year,Orange,205,3111
Whole Year,Other Fresh Fruits,618,2966
Whole Year,Other Vegetables,2492,0
Whole Year,Papaya,23,2089
Whole Year,Pome Fruit,551,11931
Whole Year,Sugarcane,32723,2991438
Whole Year,Sweet potato,24,173
Whole Year,Tobacco,21385,29953
Whole Year,Tomato,310,3058
Whole Year,Turmeric,219,1351
Kharif,Arhar/Tur,326,216
Kharif,Bajra,65,71
Kharif,Cotton(lint),8729,24852
Kharif,Dry chillies,14,58
Kharif,Groundnut,934,896
Kharif,Jowar,380,203
Kharif,Maize,2148,6345
Kharif,Moong(Green Gram),158,59
Kharif,Other Kharif pulses,11,4
Kharif,Rice,244235,842122
Kharif,Sunflower,2519,2254
Kharif,Urad,189,91
Rabi,Arhar/Tur,7,5
Rabi,Dry chillies,2757,4759
Rabi,Groundnut,2981,7488
Rabi,Horse-gram,437,177
Rabi,Jowar,66,124
Rabi,Maize,21512,134988
Rabi,Moong(Green Gram),5992,3667
Rabi,Other  Rabi pulses,1297,284
Rabi,Rice,175761,807446
Rabi,Sesamum,772,182
Rabi,Sunflower,2517,2253
Rabi,Urad,9829,6743
Whole Year,Banana,6051,156479
Whole Year,Cashewnut,40257,8934
Whole Year,Coconut,21868,249596424
Whole Year,Sugarcane,33640,3030493
Whole Year,Sweet potato,20,183
Whole Year,Tobacco,18118,25840
Whole Year,Turmeric,274,2215
Kharif,Arhar/Tur,409,247
Kharif,Bajra,40,48
Kharif,Cotton(lint),11196,27134
Kharif,Dry chillies,23,96
Kharif,Groundnut,1417,1586
Kharif,Horse-gram,141,55
Kharif,Jowar,342,190
Kharif,Maize,3560,12738
Kharif,Moong(Green Gram),380,263
Kharif,Other Kharif pulses,256,98
Kharif,Rice,253521,475859
Kharif,Sesamum,6,1
Kharif,Urad,1585,545
Rabi,Dry chillies,3086,4061
Rabi,Groundnut,2972,12789
Rabi,Horse-gram,467,168
Rabi,Jowar,156,455
Rabi,Maize,25564,150904
Rabi,Moong(Green Gram),2594,1274
Rabi,Other  Rabi pulses,655,385
Rabi,Rice,192497,887411
Rabi,Sesamum,766,175
Rabi,Urad,6155,4493
Whole Year,Arecanut,9,7
Whole Year,Banana,8130,76707
Whole Year,Cashewnut,39890,12637
Whole Year,Coconut,22564,276183360
Whole Year,Coriander,54,38
Whole Year,Dry ginger,1,3
Whole Year,Sugarcane,34369,3087642
Whole Year,Sunflower,2362,2681
Whole Year,Sweet potato,12,116
Whole Year,Tobacco,20597,40931
Whole Year,Turmeric,429,2690
Kharif,Arhar/Tur,269,129
Kharif,Cotton(lint),4370,13444
Kharif,Dry chillies,190,855
Kharif,Groundnut,1436,1394
Kharif,Horse-gram,91,39
Kharif,Jowar,174,129
Kharif,Maize,2985,8185
Kharif,Moong(Green Gram),109,42
Kharif,Other Kharif pulses,8,3
Kharif,Rice,245236,682001
Kharif,Sesamum,27,7
Kharif,Urad,1167,447
Rabi,Dry chillies,3124,3627
Rabi,Groundnut,3321,8117
Rabi,Horse-gram,376,190
Rabi,Jowar,212,457
Rabi,Maize,27468,196561
Rabi,Moong(Green Gram),5460,2877
Rabi,Other  Rabi pulses,753,358
Rabi,Rice,188804,875107
Rabi,Sesamum,742,147
Rabi,Urad,11572,7314
Whole Year,Arecanut,9,6
Whole Year,Banana,7427,144648
Whole Year,Cashewnut,38718,7136
Whole Year,Coconut,22664,383806080
Whole Year,Dry ginger,8,22
Whole Year,Sugarcane,36365,3329761
Whole Year,Sunflower,2118,1721
Whole Year,Sweet potato,1,11
Whole Year,Tobacco,21129,38374
Whole Year,Turmeric,357,2099
Kharif,Cotton(lint),5000,18000
Kharif,Groundnut,2000,2000
Kharif,Maize,2000,18000
Kharif,Rice,254000,825000
Kharif,Urad,1000,1000
Rabi,Dry chillies,4000,8000
Rabi,Groundnut,4000,12000
Rabi,Maize,34000,226000
Rabi,Moong(Green Gram),4000,1000
Rabi,Rice,192000,814000
Rabi,Sesamum,1000,
Rabi,Sunflower,2000,3000
Rabi,Urad,7000,4000
Whole Year,Sugarcane,35000,3331000
Whole Year,Tobacco,22000,47000
Kharif,Arhar/Tur,259,124
Kharif,Cotton(lint),3512,12623
Kharif,Dry chillies,40,179
Kharif,Groundnut,2837,3396
Kharif,Maize,2919,13626
Kharif,Moong(Green Gram),280,110
Kharif,Rice,255444,778593
Kharif,Sesamum,29,6
Kharif,Urad,1222,444
Rabi,Dry chillies,2311,5385
Rabi,Groundnut,7853,16593
Rabi,Horse-gram,499,188
Rabi,Jowar,75,354
Rabi,Maize,45181,364972
Rabi,Moong(Green Gram),2727,1274
Rabi,Rice,195014,821789
Rabi,Sesamum,528,95
Rabi,Urad,4732,1883
Whole Year,Arecanut,9,9
Whole Year,Banana,7334,142470
Whole Year,Cashewnut,36541,15737
Whole Year,Coconut,22435,177186204
Whole Year,Sugarcane,29394,2981148
Whole Year,Sunflower,2340,2368
Whole Year,Sweet potato,42,571
Whole Year,Tapioca,55,683
Whole Year,Tobacco,29053,55748
Whole Year,Turmeric,106,728
Kharif,Arhar/Tur,894,592
Kharif,Cotton(lint),2522,8100
Kharif,Groundnut,1350,1496
Kharif,Horse-gram,12,8
Kharif,Jowar,30,35
Kharif,Maize,2213,11196
Kharif,Moong(Green Gram),441,78
Kharif,Rice,212887,660163
Kharif,Sesamum,4,1
Kharif,Soyabean,5,
Kharif,Urad,4654,1373
Rabi,Arhar/Tur,231,153
Rabi,Dry chillies,1859,3369
Rabi,Gram,200,328
Rabi,Groundnut,4840,11882
Rabi,Horse-gram,207,129
Rabi,Jowar,542,1894
Rabi,Maize,44669,311209
Rabi,Moong(Green Gram),1935,1279
Rabi,Rapeseed &Mustard,65,2
Rabi,Rice,115690,454893
Rabi,Sesamum,2048,406
Rabi,Urad,25236,5779
Whole Year,Arecanut,9,9
Whole Year,Banana,7631,219223
Whole Year,Cashewnut,24633,6182
Whole Year,Coconut,20504,289443441
Whole Year,Sugarcane,20329,2027847
Whole Year,Sunflower,4049,3948
Whole Year,Sweet potato,2,26
Whole Year,Tapioca,18,235
Whole Year,Tobacco,29229,56548
Whole Year,Turmeric,143,891
Kharif,Arhar/Tur,334,169
Kharif,Cotton(lint),3956,8982
Kharif,Groundnut,1524,1888
Kharif,Horse-gram,17,8
Kharif,Jowar,50,72
Kharif,Maize,1960,11550
Kharif,Moong(Green Gram),183,46
Kharif,Rice,256147,558800
Kharif,Sesamum,43,7
Kharif,Urad,861,363
Rabi,Arhar/Tur,255,129
Rabi,Dry chillies,1628,4560
Rabi,Groundnut,4359,10065
Rabi,Horse-gram,267,110
Rabi,Maize,42722,296106
Rabi,Moong(Green Gram),2517,1442
Rabi,Rice,200369,931515
Rabi,Sesamum,916,209
Rabi,Urad,6121,1616
Whole Year,Arecanut,20,9
Whole Year,Banana,8420,212967
Whole Year,Cashewnut,23379,5700
Whole Year,Dry ginger,2,19
Whole Year,Ginger,2,19
Whole Year,Sugarcane,26564,2546933
Whole Year,Sunflower,688,855
Whole Year,Tapioca,83,547
Whole Year,Tobacco,28168,52357
Whole Year,Turmeric,302,1844
Kharif,Arhar/Tur,141,75
Kharif,Cotton(lint),5131,11017
Kharif,Cowpea(Lobia),3,1
Kharif,Groundnut,1657,2318
Kharif,Jowar,66,142
Kharif,Maize,3171,18579
Kharif,Moong(Green Gram),106,62
Kharif,other oilseeds,29025,662844
Kharif,Rice,240266,764242
Kharif,Sesamum,4,1
Kharif,Urad,1071,537
Rabi,Arhar/Tur,82,43
Rabi,Cowpea(Lobia),379,302
Rabi,Dry chillies,1819,4138
Rabi,Groundnut,4820,12069
Rabi,Horse-gram,225,94
Rabi,Jowar,78,363
Rabi,Maize,45188,306058
Rabi,Moong(Green Gram),10504,9191
Rabi,Rapeseed &Mustard,39,95
Rabi,Rice,123519,544225
Rabi,Sesamum,1124,243
Rabi,Urad,51696,16233
Whole Year,Banana,10098,348290
Whole Year,Cashewnut,22134,10636
Whole Year,Coconut,20551,343423125
Whole Year,Dry ginger,12,111
Whole Year,Sugarcane,27054,2506788
Whole Year,Sunflower,548,581
Whole Year,Tapioca,84,840
Whole Year,Tobacco,25908,47275
Whole Year,Turmeric,897,6735
Kharif,Arhar/Tur,173,136
Kharif,Brinjal,666,9077
Kharif,Cashewnut,18518,6055
Kharif,Cotton(lint),6425,21732
Kharif,Groundnut,1482,2439
Kharif,Horse-gram,6,4
Kharif,Jowar,51,135
Kharif,Lemon,3570,30138
Kharif,Maize,3392,15681
Kharif,Mango,6971,101832
Kharif,Moong(Green Gram),247,110
Kharif,Papaya,307,33442
Kharif,Rice,242832,482993
Kharif,Sapota,632,8343
Kharif,Sugarcane,24411,2174825
Kharif,Tapioca,83,1528
Kharif,Tomato,183,3995
Kharif,Turmeric,266,1762
Kharif,Urad,1649,1167
Rabi,Arhar/Tur,57,45
Rabi,Brinjal,562,7659
Rabi,Cabbage,2,53
Rabi,Cowpea(Lobia),319,292
Rabi,Dry chillies,1494,3524
Rabi,Groundnut,4966,14789
Rabi,Horse-gram,138,77
Rabi,Maize,49482,301197
Rabi,Moong(Green Gram),5143,4670
Rabi,Rice,179674,806377
Rabi,Sesamum,648,170
Rabi,Sunflower,575,557
Rabi,Sweet potato,2,19
Rabi,Tobacco,26693,46701
Rabi,Tomato,143,1393
Rabi,Urad,7143,6881
Whole Year,Coconut,20196,405213000
Kharif,Arhar/Tur,127,122
Kharif,Brinjal,617,3980
Kharif,Cashewnut,17795,6406
Kharif,Cotton(lint),5240,13038
Kharif,Cowpea(Lobia),19,9
Kharif,Groundnut,1091,2042
Kharif,Horse-gram,11,6
Kharif,Jowar,13,23
Kharif,Lemon,3492,26829
Kharif,Maize,3156,12649
Kharif,Mango,7904,62600
Kharif,Moong(Green Gram),464,191
Kharif,other oilseeds,34337,768771
Kharif,Papaya,327,32012
Kharif,Ragi,206,173
Kharif,Rice,240396,521419
Kharif,Sapota,629,5917
Kharif,Sesamum,12,5
Kharif,Sugarcane,24026,2214048
Kharif,Tapioca,75,1381
Kharif,Tomato,247,4416
Kharif,Turmeric,199,1325
Kharif,Urad,1872,1170
Rabi,Arhar/Tur,80,77
Rabi,Brinjal,571,3683
Rabi,Cabbage,4,75
Rabi,Cowpea(Lobia),526,431
Rabi,Dry chillies,1225,2535
Rabi,Groundnut,3233,9314
Rabi,Horse-gram,121,56
Rabi,Jowar,239,1102
Rabi,Maize,50712,369082
Rabi,Moong(Green Gram),5670,4655
Rabi,Rice,180223,820916
Rabi,Sesamum,489,103
Rabi,Sunflower,748,836
Rabi,Tobacco,26471,45260
Rabi,Tomato,171,1933
Rabi,Urad,6987,7239
Whole Year,Banana,9460,205367
Whole Year,Cashewnut,17795,6406
Whole Year,Coconut,21355,448904000
Kharif,Arhar/Tur,90,75
Kharif,Brinjal,529,8951
Kharif,Cabbage,26,
Kharif,Cashewnut,17678,6435
Kharif,Cotton(lint),9795,13807
Kharif,Cowpea(Lobia),21,9
Kharif,Groundnut,343,554
Kharif,Jowar,56,83
Kharif,Lemon,3991,29885
Kharif,Maize,2637,15445
Kharif,Mango,7614,104022
Kharif,Moong(Green Gram),634,425
Kharif,other oilseeds,36494,795569
Kharif,Papaya,229,18034
Kharif,Rice,231475,733313
Kharif,Sapota,500,3798
Kharif,Sesamum,61,17
Kharif,Small millets,10,5
Kharif,Sugarcane,19090,1732242
Kharif,Tomato,212,3048
Kharif,Turmeric,197,1418
Kharif,Urad,3095,3172
Rabi,Arhar/Tur,639,534
Rabi,Brinjal,492,8325
Rabi,Cowpea(Lobia),244,109
Rabi,Dry chillies,2489,9294
Rabi,Gram,44,85
Rabi,Groundnut,2025,5425
Rabi,Horse-gram,35,14
Rabi,Jowar,123,556
Rabi,Maize,52635,354444
Rabi,Moong(Green Gram),8450,6143
Rabi,Rice,177811,891011
Rabi,Sesamum,727,137
Rabi,Sunflower,335,323
Rabi,Tobacco,28046,89107
Rabi,Tomato,224,3035
Rabi,Urad,5418,4833
Whole Year,Coconut,21729,718991000
Whole Year,Rice,409286,1624324
Kharif,Maize,2453,2674
Kharif,Rice,3342,1914
Kharif,Small millets,532,495
Rabi,Wheat,30,60
Whole Year,Dry chillies,13,18
Whole Year,Dry ginger,60,420
Whole Year,Potato,86,688
Whole Year,Sugarcane,5,50
Whole Year,Turmeric,8,20
Kharif,Maize,3000,2700
Kharif,Rice,3400,5000
Kharif,Small millets,585,525
Rabi,Wheat,32,65
Whole Year,Dry chillies,20,28
Whole Year,Dry ginger,65,455
Whole Year,Potato,90,720
Whole Year,Sugarcane,7,70
Whole Year,Turmeric,10,25
Kharif,Maize,3234,3719
Kharif,Rice,4060,3004
Kharif,Small millets,586,492
Rabi,Wheat,34,73
Whole Year,Dry chillies,21,30
Whole Year,Dry ginger,158,1199
Whole Year,Oilseeds total,76,75
Whole Year,Potato,102,925
Whole Year,Sugarcane,7,7
Whole Year,Turmeric,15,76
Kharif,Maize,3360,3763
Kharif,Rice,4085,2530
Kharif,Small millets,635,521
Rabi,Wheat,30,48
Whole Year,Dry chillies,22,314
Whole Year,Dry ginger,160,1179
Whole Year,Oilseeds total,95,98
Whole Year,Potato,104,847
Whole Year,Sugarcane,6,36
Whole Year,Turmeric,18,90
Kharif,Maize,3461,4049
Kharif,Rice,3901,2516
Kharif,Small millets,667,553
Rabi,Wheat,30,49
Whole Year,Dry chillies,20,26
Whole Year,Dry ginger,168,1267
Whole Year,Oilseeds total,100,95
Whole Year,Potato,115,936
Whole Year,Sugarcane,7,38
Whole Year,Turmeric,19,93
Kharif,Maize,3490,4257
Kharif,Rice,3945,2355.33
Kharif,Small millets,675,499
Rabi,Wheat,25,37
Whole Year,Dry chillies,18,25
Whole Year,Dry ginger,200,1600
Whole Year,Oilseeds total,3945,3533
Whole Year,Potato,120,1080
Whole Year,Sugarcane,6,31
Whole Year,Turmeric,22,66
Kharif,Maize,3450,4485
Kharif,Rice,3949,3631
Kharif,Small millets,695,556
Rabi,Wheat,10,15
Whole Year,Dry chillies,20,30
Whole Year,Dry ginger,115,920
Whole Year,Oilseeds total,137,137
Whole Year,Potato,110,935
Whole Year,Turmeric,20,50
Kharif,Maize,3560,4747
Kharif,Rice,3489,2988
Kharif,Small millets,1381,1104
Rabi,Wheat,10,16
Whole Year,Dry chillies,22,35
Whole Year,Dry ginger,118,950
Whole Year,Oilseeds total,139,154
Whole Year,Potato,117,1043
Whole Year,Turmeric,20,51
Kharif,Maize,3995,3885
Kharif,Rice,3561,2996
Kharif,Small millets,1381,1105
Rabi,Wheat,13,20
Whole Year,Dry chillies,24,96
Whole Year,Dry ginger,120,980
Whole Year,Oilseeds total,139,139
Whole Year,Potato,120,1022
Whole Year,Turmeric,18,41
Kharif,Maize,3595,3885
Kharif,Rice,3561,2624
Kharif,Small millets,1381,1105
Rabi,Wheat,13,20
Whole Year,Dry chillies,24,95
Whole Year,Dry ginger,120,980
Whole Year,Oilseeds total,139,139
Whole Year,Potato,120,1022
Whole Year,Turmeric,18,40
Kharif,Maize,1290,3197
Kharif,Rice,3561,2394
Kharif,Small millets,2367,2792
Whole Year,Dry chillies,28,57
Whole Year,Dry ginger,63,1270
Whole Year,Oilseeds total,254,246
Whole Year,Potato,33,138
Whole Year,Turmeric,27,613
Kharif,Maize,1520,2725
Kharif,Rice,11500,13800
Kharif,Sesamum,424,313
Kharif,Small millets,2000,1500
Kharif,Soyabean,373,450
Kharif,Sunflower,51,24
Rabi,Groundnut,285,277
Rabi,Rapeseed &Mustard,4205,3300
Rabi,Sugarcane,230,4695
Rabi,Wheat,240,260
Whole Year,Oilseeds total,5500,4450
Kharif,Maize,1575,2450
Kharif,Rice,11550,14316
Kharif,Sesamum,430,244
Kharif,Small millets,2000,1305
